,Comune,Provincia,Tipologia,Categoria,Denominazione,Indirizzo,Frazione,Telefono,FAX,Indirizzo posta elettronica,Sito internet,Periodo apertura,Codice esercizio ricettivo,Partita IVA,Prezzo massimo letto aggiunto,Prezzo massimo consumazione pasto,Prezzo massimo colazione,Numero camere,Numero posti letto,Numero bagni comuni,Numero posti per tipo unità,Tipologia unità,Prezzo,Mobili,Numero posti,Tipologia piazzola,Prezzo piazzola,Numero lavelli,Numero WC,Numero docce,Numero piazzole,Allestimenti stabili,Allestimenti mobili,Capacita ricettiva,Codice servizio,Descrizione servizio,Tipo servizio,Codice altro servizio,Descrizione altro servizio,Denominazione localita turistica,Denominazione annuario localita turistica,Denominazione ente annuario localita turistica,Altitudine localita turistica,Cap localita turistica,Denominazione localita,Altitudine localita,Codice localita,CAP localita,Unnamed: 48
61,ARCO,TRENTO,CAV - CASA PER VACANZE,,RESIDENCE FRANCA,"VIA CERERE, 3",,0464-552288,0464-561170,info@franca.it,www.franca.it,annuale,1281749,2310680224.0,,,,8.0,16.0,,2.0,appartamento,100.0,,,,,,,,,,,,,,,,,ARCO,ARCO,A.P.T. GARDA TRENTINO,91,38062,ARCO,91,325,38062,
62,ARCO,TRENTO,CAV - CASA PER VACANZE,,RESIDENCE VERDEBLU,"VIA LINFANO, 55",LINFANO,0464-548176,0464-549725,info@residenceverdeblu.it,www.residenceverdeblu.it,annuale,1283454,1623980222.0,,,,10.0,58.0,,5.0,appartamento,185.0,,,,,,,,,,,,,,,,,ARCO,ARCO,A.P.T. GARDA TRENTINO,91,38062,LINFANO,71,50000155,38062,
63,ARCO,TRENTO,CAV - CASA PER VACANZE,,RESIDENZA AL SOLE,"VIA S. ANNA, 32",,0464-516676,0464-518585,info@soleholiday.com,www.soleholiday.com,annuale,1283271,,,,,6.0,30.0,,4.0,appartamento,110.0,,,,,,,,,,,,STANN14.palestra-roccia,Palestra roccia,,,,ARCO,ARCO,A.P.T. GARDA TRENTINO,91,38062,ARCO,91,325,38062,
64,ARCO,TRENTO,CAV - CASA PER VACANZE,,RESIDENZA S. CATERINA,"VIA S. CATERINA, 7",,347-8630876,,mc@residencesantacaterina .it,www.residencesantacaterin a.it,annuale,1281734,1653010221.0,,,,7.0,28.0,,4.0,appartamento,50.0,,,,,,,,,,,,,,,,,ARCO,ARCO,A.P.T. GARDA TRENTINO,91,38062,ARCO,91,325,38062,
65,ARCO,TRENTO,CAV - CASA PER VACANZE,,SWEETLAGHEL,LOC. LAGHEL,LAGHEL,345-4572147,,info@sweetlaghel.it,www.sweetlaghel.it,annuale,1630053,1990220228.0,,,,4.0,16.0,,4.0,appartamento,120.0,,,,,,,,,,,,,,,,,ARCO,ARCO,A.P.T. GARDA TRENTINO,91,38062,LAGHEL,91,50000167,38062,
66,ARCO,TRENTO,CAV - CASA PER VACANZE,,THE GUEST HOUSE,"VIA DEL MOLINO, 16",,335-5241312,0464-514111,hmg@guesthouse-arco.com,www.guesthouse-arco.com,annuale,1281792,1535710220.0,,,,8.0,33.0,,3.0,appartamento,115.0,,,,,,,,,,,,,,,,,ARCO,ARCO,A.P.T. GARDA TRENTINO,91,38062,ARCO,91,325,38062,
67,ARCO,TRENTO,CAV - RESIDENCE,,RESIDENCE LA VIGNA,"VIA LINFANO, 20",,335-1704596,,info@hotelalmaso.it,www.albergoalmaso.it,annuale,93193061,1365590227.0,,,,11.0,24.0,,2.0,appartamento,100.0,,,,,,,,,,,,STANN14.piscina-scoperta,Piscina scoperta,,,,ARCO,ARCO,A.P.T. GARDA TRENTINO,91,38062,ARCO,91,325,38062,
68,ARCO,TRENTO,CAV - RESIDENCE,,RESIDENCE VILLA NICOLE,"VIA FOSSA GRANDE, 8",,0464-552793,,info@villanicole.it,,annuale,244198057,2266260229.0,,,,14.0,51.0,,2.0,appartamento,100.0,,,,,,,,,,,,,,,,,ARCO,ARCO,A.P.T. GARDA TRENTINO,91,38062,ARCO,91,325,38062,
69,AVIO,TRENTO,AFFITTACAMERE,quattro_soli,PICCOLO FIORE,"VIALE A. DEGASPERI, 17",,0464-684119,,boxposta@piccolofiore.net,www.piccolofiore.net,annuale,1287484,650790223.0,"20,00",,"8,00",9.0,16.0,0.0,1.0,camera-con-bagno,40.0,,,,,,,,,,,,,,prima-colazione,,,AVIO,AVIO,A.P.T. DI ROVERETO E VALLAGARINA,131,38063,AVIO,131,326,38063,
70,AVIO,TRENTO,BED & BREAKFAST,,"B&B DA MARIANGELA - PIACENZA MARIA ANGELA C/O VECCHIO MULINO ALLE ""R.I.M.E.""","VIA VALLE DEI MOLINI, 10",,0464-684772,,bbdamariangela@gmail.com,www.bbdamariangela.com,annuale,1292122,,,,,3.0,9.0,0.0,2.0,camera-con-bagno,58.0,,,,,,,,,,,,,,BBqualita,,,AVIO,AVIO,A.P.T. DI ROVERETO E VALLAGARINA,131,38063,AVIO,131,326,38063,
71,AVIO,TRENTO,BED & BREAKFAST,,BED AND BREAKFAST IL SOGNO - TROIANI CHIARA,"VIA CASTELBARCO, 11",,0464-687059,,chiara_troiani@libero.it,,annuale,233393490,,,,,3.0,7.0,0.0,2.0,camera-con-bagno,60.0,,,,,,,,,,,,,,BBqualita,,,AVIO,AVIO,A.P.T. DI ROVERETO E VALLAGARINA,131,38063,AVIO,131,326,38063,
72,AVIO,TRENTO,CASA PER FERIE - CASA VACANZE GRUPPI,,COLONIA ALPINA,LOC. MADONNA DELLA NEVE,MADONNA DELLA NEVE,0464-391626,0464-683190,segreteria@comune.avio.tn .it,,annuale,1281516,110390226.0,,,,10.0,61.0,,61.0,camera-con-bagno,320.0,,,,,8.0,12.0,12.0,,,,,STANN14.campo-basket-volley,Campo basket/volley,,,,AVIO,AVIO,A.P.T. DI ROVERETO E VALLAGARINA,131,38063,MADONNA DELLA NEVE,1113,50000184,38063,
73,BASELGA DI PINE',TRENTO,AFFITTACAMERE,quattro_soli,LA VECCHIA QUERCIA,"LOC. MASI DI STERNIGO, 16/A",STERNIGO,0461-553053,0461-553053,info@masovecchiaquercia.i t,www.masovecchiaquercia.it,annuale,1344973,1128740220.0,"82,00","24,00","8,00",8.0,16.0,0.0,1.0,camera-con-bagno,82.0,,,,,,,,,,,,,,prima-colazione,,,BASELGA DI PINE',BASELGA DI PINE',A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA,967,38042,STERNIGO,1034,8574,38042,
74,BASELGA DI PINE',TRENTO,AFFITTACAMERE,un_sole,AFFITTACAMERE CESCHI,"VIA DELLA CRÃS, 9",MIOLA,342-174806,,matteosolhair@libero.it,,annuale,1285301,,"20,00",,,8.0,16.0,1.0,1.0,camera-con-bagno,35.0,,,,,,,,,,,,,,,,,BASELGA DI PINE',BASELGA DI PINE',A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA,967,38042,MIOLA,996,8557,38042,
75,BASELGA DI PINE',TRENTO,AFFITTACAMERE,un_sole,DA GIGI,"VIA DELLA CHIESA, 2",MIOLA,0461-557248,,affittacamere.gigi@gmail. com,,annuale,1286804,846810224.0,"20,00",,,6.0,14.0,0.0,2.0,camera-con-bagno,70.0,,,,,,,,,,,,,,,,,BASELGA DI PINE',BASELGA DI PINE',A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA,967,38042,MIOLA,996,8557,38042,
76,BASELGA DI PINE',TRENTO,BED & BREAKFAST,,B&B EL FILO' - COLOMBINI MARCO,"VIA MIRALAGO, 45",STERNIGO,0461-553156,,info@ristorantelfilo.it,,annuale,316196194,,,,,2.0,4.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,BASELGA DI PINE',BASELGA DI PINE',A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA,967,38042,STERNIGO,1034,8574,38042,
77,BASELGA DI PINE',TRENTO,BED & BREAKFAST,,B&B METTETEVI COMODI - ANDREATTA BARBARA,"LOC. BERNARDI, 11",MONTAGNAGA,392 7142136,,mettetevi.comodi@gmail.co m,,annuale,267663552,,,,,3.0,6.0,1.0,2.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,BASELGA DI PINE',BASELGA DI PINE',A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA,967,38042,MONTAGNAGA,882,8562,38040,
78,BASELGA DI PINE',TRENTO,BED & BREAKFAST,,CUORE TRENTINO - DALPRA' ANNAMARIA,"VIA STERNIGO AL LAGO, 25",,349-3735756,,info@bbcuoretrentino.it,www.bbcuoretrentino.it,annuale,305986286,,,,,2.0,6.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,BASELGA DI PINE',BASELGA DI PINE',A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA,967,38042,BASELGA DI PINE',964,327,38042,
79,BASELGA DI PINE',TRENTO,CAMPEGGIO PARCO PER VACANZE,3stelle,CAMPING CANE' IN FIORE,"VIA AL FIORE, 3",MIOLA,0461-558270,0461-557676,info@caneinfiore.it,www.caneinfiore.it,annuale,1284691,504130220.0,,,,,,,,piazzola,16.0,SI,4.0,allestimento-mobile-case-mobili,99.0,,,,112.0,10.0,8.0,356.0,STANN14.campo-basket-volley,Campo basket/volley,,,,BASELGA DI PINE',BASELGA DI PINE',A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA,967,38042,MIOLA,996,8557,38042,
80,BEDOLLO,TRENTO,BED & BREAKFAST,,IL BOSCO INCANTATO - QUAGLIO ALESSIA ELEONORA,"VIA DEI SONTENI, 6",,0461-555073,,quaglioalessia@yahoo.it,www.ilboscoincantatobb.it,annuale,260145301,,,,,1.0,4.0,0.0,4.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,BEDOLLO,BEDOLLO,A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA,1030,38043,BEDOLLO,1133,328,38043,
81,BEDOLLO,TRENTO,BED & BREAKFAST,,LA LAITA - CASAGRANDA ANTONIA,"VIA MASSENZI, 2",REGNANA,333 6853285,,info@beblaita.it,www.beblaita.it,annuale,241468084,,,,,3.0,6.0,2.0,2.0,camera-senza-bagno,60.0,,,,,,,,,,,,,,BBqualita,,,BEDOLLO,BEDOLLO,A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA,1030,38043,REGNANA,1030,8598,38043,
82,BEDOLLO,TRENTO,CAMPEGGIO,2stelle,CAMPEGGIO PINETA,"VIA CAVOUR, 17",PIAZZE DI BEDOLLO,0461-556642,0461-556058,info@infopineta.it,www.infopineta.it,annuale,1284193,841230220.0,,,,,,,,piazzola,10.0,,,,,,,,62.0,0.0,0.0,240.0,STANN14.tennis-tavolo,Tennis tavolo - ping pong,,,,BEDOLLO,BEDOLLO,A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA,1030,38043,PIAZZE DI BEDOLLO,1130,50000192,38043,
83,BEDOLLO,TRENTO,CAMPEGGIO PARCO PER VACANZE,2stelle,VERDE BLU,"VIA CAVOUR, 13",LAGO PIAZZE,0461-556718,0461-556645,verdeblu@pinecamping.it,www.pinecamping.it,annuale,1284327,820470227.0,,,,,,,,piazzola,9.5,,,,,,,,69.0,10.0,8.0,257.0,,,,,,BEDOLLO,BEDOLLO,A.P.T. DELL'ALTOPIANO DI PINE' E VALLE DI CEMBRA,1030,38043,LAGO PIAZZE,1021,50000199,38043,
84,BESENELLO,TRENTO,BED & BREAKFAST,,BLUE MIND - PIFFER CECILIA,"VIA ROMA, 45",,338-5908228,,info@bb-bluemind.com,www.bb-bluemind.com,annuale,1463659,,,,,3.0,8.0,0.0,2.0,camera-con-bagno,65.0,,,,,,,,,,,,,,BBqualita,,,BESENELLO,BESENELLO,A.P.T. DI ROVERETO E VALLAGARINA,218,38060,BESENELLO,218,330,38060,
85,BIENO,TRENTO,AFFITTACAMERE,due_soli,AFFITTACAMERE MASO WEISS,LOC. ZUNAGHE,,0461-780153,,,,annuale,269281112,1713350229.0,,,,5.0,8.0,1.0,1.0,camera-senza-bagno,0.0,,,,,,,,,,,,STANN09.Pa17.bici,Biciclette/City Bike,pranzo,STANN09.Pa17.bici,Biciclette/City Bike,BIENO,BIENO,A.P.T. VALSUGANA - TESINO,820,38050,BIENO,820,332,38050,
86,BIENO,TRENTO,BED & BREAKFAST,,B&B IL PICCOLO PRINCIPE - BROCCATO KATIUSCIA,"VICOLO BUSARELLO, 10",,340 3134256,0461-1631113,info@bbilpiccoloprincipe. com,www.bbilpiccoloprincipebi eno.com,annuale,267074552,,,,,3.0,6.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,BIENO,BIENO,A.P.T. VALSUGANA - TESINO,820,38050,BIENO,820,332,38050,
87,BIENO,TRENTO,CASA PER FERIE - CASA VACANZE GRUPPI,,CASA ALPINA MARTELLAGO,"PIAZZA ALPINI, 1",,0461-596202,,,,annuale,1281335,2224360277.0,,,,18.0,35.0,,35.0,camera-con-bagno,500.0,,,,,7.0,5.0,5.0,,,,,STANN14.campo-basket-volley,Campo basket/volley,,,,BIENO,BIENO,A.P.T. VALSUGANA - TESINO,820,38050,BIENO,820,332,38050,
88,BIENO,TRENTO,CASA PER FERIE - CASA VACANZE GRUPPI,,CIMA D'ASTA,"VIA AMM. GIOVANNI BETTOLO, 16",,041-479285,,niero.diego@hotmail.it,,annuale,1432873,2770930275.0,,,,16.0,25.0,,25.0,camera-con-bagno,300.0,,,,,10.0,6.0,2.0,,,,,,,,,,BIENO,BIENO,A.P.T. VALSUGANA - TESINO,820,38050,BIENO,820,332,38050,
89,BLEGGIO SUPERIORE,TRENTO,AFFITTACAMERE,due_soli,PASSO DURONE,"LOC. PASSO DURONE, 1",,0465-779296,0465-779296,passodurone@gmail.com,,annuale,194225993,1401840226.0,"15,00","18,00","15,00",2.0,4.0,0.0,2.0,camera-con-bagno,70.0,,,,,,,,,,,,,,somministrazione-bevande,,,BLEGGIO SUPERIORE,BLEGGIO SUPERIORE,"A.P.T. TERME DI COMANO, DOLOMITI DI BRENTA",628,38071,BLEGGIO SUPERIORE,628,334,38071,
90,BLEGGIO SUPERIORE,TRENTO,AFFITTACAMERE,un_sole,AFFITTACAMERE DA COSTANTE,"FRAZ. CAVRASTO, 74",CAVRASTO,333 4134377,,natalliaadrian@libero.it,,annuale,280460667,3446650545.0,,,,6.0,11.0,0.0,1.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,prima-colazione,,,BLEGGIO SUPERIORE,BLEGGIO SUPERIORE,"A.P.T. TERME DI COMANO, DOLOMITI DI BRENTA",628,38071,CAVRASTO,732,8660,38071,
91,BLEGGIO SUPERIORE,TRENTO,AFFITTACAMERE,un_sole,LA BIFORA,"FRAZ. RANGO, 117",RANGO,0465-777004,0465 779204,iniziativealberghieresrl@ gmail.it,www.garnilabifora.it,annuale,207291570,1898120223.0,"20,00",,"10,00",8.0,16.0,0.0,2.0,camera-con-bagno,90.0,,,,,,,,,,,,,,prima-colazione,,,BLEGGIO SUPERIORE,BLEGGIO SUPERIORE,"A.P.T. TERME DI COMANO, DOLOMITI DI BRENTA",628,38071,RANGO,629,8673,38071,
92,BLEGGIO SUPERIORE,TRENTO,BED & BREAKFAST,,B&B ERICA - NELLA ERICA,"FRAZ. MADICE, 15",MADICE,338 3689828,,b.b.daerica@gmail.com,,annuale,305680571,,,,,3.0,8.0,1.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,BLEGGIO SUPERIORE,BLEGGIO SUPERIORE,"A.P.T. TERME DI COMANO, DOLOMITI DI BRENTA",628,38071,MADICE,628,8669,38071,
93,BOCENAGO,TRENTO,CAV - APPARTAMENTO PER VACANZE,,RESIDENZA GREEN HOUSE,VIA ZELEDRIA 4/C,,035-768109,,info@yourhappyholiday.it,,annuale,1627683,3993980162.0,,,,14.0,60.0,,4.0,appartamento,270.0,,,,,,,,,,,,,,,,,BOCENAGO,BOCENAGO,A.P.T. MADONNA DI CAMPIGLIO-PINZOLO- VAL RENDENA,750,38080,BOCENAGO,750,335,38080,
94,BONDONE,TRENTO,BED & BREAKFAST,,IDROBLU - COMINOTTI DAIANA,"VIA G. VERDI, 1",,340-4864535,,bebidroblu@gmail.com,,annuale,312810245,,,,,2.0,8.0,0.0,4.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,BONDONE,BONDONE,CONSORZIO TURISTICO GIUDICARIE E CHIESE,720,38080,BONDONE,720,338,38080,
95,BONDONE,TRENTO,CAMPEGGIO,2stelle,CAMPING MIRALAGO,"VIA PORTO CAMARELLE, 3",BAITONI,0465-299284,0465-299284,info@campingmiralago.it,www.campingmiralago.it,annuale,1284926,1100060225.0,,,,,,,,piazzola,15.0,,,,,,,,66.0,0.0,0.0,240.0,STANN14.tennis-tavolo,Tennis tavolo - ping pong,,,,BONDONE,BONDONE,CONSORZIO TURISTICO GIUDICARIE E CHIESE,720,38080,BAITONI,371,8685,38080,
96,BORGO VALSUGANA,TRENTO,AFFITTACAMERE,quattro_soli,LA VILLA DEGLI ORTI,"VIA PER TORCEGNO, 5",,366-8952892,,info@lavilladegliorti.it,,annuale,271284757,1281410223.0,,,,7.0,19.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,prima-colazione,,,BORGO VALSUGANA,BORGO VALSUGANA,A.P.T. VALSUGANA - TESINO,380,38051,BORGO VALSUGANA,380,339,38051,
97,BORGO VALSUGANA,TRENTO,AFFITTACAMERE,quattro_soli,LOCANDA IN BORGO,"CORSO AUSUGUM, 90",,0461-757103,,info@locandainborgo.it,www.locandainborgo.it,annuale,203486447,1742000225.0,"45,00",,"10,00",15.0,24.0,0.0,1.0,camera-con-bagno,65.0,,,,,,,,,,,,STANN03.sauna-finlandese,Sauna finlandese/biosauna,prima-colazione,STANN03.zona-relax,Zona relax,BORGO VALSUGANA,BORGO VALSUGANA,A.P.T. VALSUGANA - TESINO,380,38051,BORGO VALSUGANA,380,339,38051,
98,BORGO VALSUGANA,TRENTO,AFFITTACAMERE,quattro_soli,TRE FAGGI,"VIA DEL DOSSO, 15",,0461-773026,,tre.faggi@gmail.com,,annuale,245433210,1324650223.0,"30,00",,"6,00",5.0,11.0,0.0,1.0,camera-con-bagno,42.0,,,,,,,,,,,,STANN14.tennis-tavolo,Tennis tavolo - ping pong,prima-colazione,STANN03.zona-relax,Zona relax,BORGO VALSUGANA,BORGO VALSUGANA,A.P.T. VALSUGANA - TESINO,380,38051,BORGO VALSUGANA,380,339,38051,
99,BORGO VALSUGANA,TRENTO,AFFITTACAMERE,un_sole,SAN GIORGIO,"VICOLO JORIS, 2/A",,0461-753318,,stefanoschmid@alice.it,www.ristorante-san-giorgi o.it,annuale,1284980,2462300225.0,"10,00",,,6.0,14.0,1.0,2.0,appartamento,0.0,,,,,,,,,,,,,,,,,BORGO VALSUGANA,BORGO VALSUGANA,A.P.T. VALSUGANA - TESINO,380,38051,BORGO VALSUGANA,380,339,38051,
100,BORGO VALSUGANA,TRENTO,BED & BREAKFAST,,AL GATTO NERO - TESSARO IRENE,"VIA MAZZINI, 6",,340 9246088,,bb.algattonero@gmail.com,,annuale,253902946,,,,,3.0,5.0,1.0,1.0,camera-senza-bagno,35.0,,,,,,,,,,,,,,BBqualita,,,BORGO VALSUGANA,BORGO VALSUGANA,A.P.T. VALSUGANA - TESINO,380,38051,BORGO VALSUGANA,380,339,38051,
101,BORGO VALSUGANA,TRENTO,BED & BREAKFAST,,PIAGARO - CASAGRANDE GIULIANA,"LOC. PIAGARO, 1",,360-265482,0461-757049,info@piagaro.it,www.piagaro.com,annuale,1371591,,,,,3.0,8.0,0.0,2.0,camera-con-bagno,75.0,,,,,,,,,,,,,,BBqualita,,,BORGO VALSUGANA,BORGO VALSUGANA,A.P.T. VALSUGANA - TESINO,380,38051,BORGO VALSUGANA,380,339,38051,
102,BORGO VALSUGANA,TRENTO,CASA PER FERIE - CASA VACANZE GRUPPI,,BELVEDERE,LOC. DOSSO DI SELLA,,041-5700843,041-5702226,info@cesvitem.org,www.cesvitem.org,annuale,1281147,4041610272.0,,,,14.0,38.0,,38.0,camera-con-bagno,800.0,,,,,17.0,17.0,14.0,,,,,STANN14.campo-calcio-calcetto,Campo da calcio/calcetto,,,,BORGO VALSUGANA,BORGO VALSUGANA,A.P.T. VALSUGANA - TESINO,380,38051,BORGO VALSUGANA,380,339,38051,
103,BORGO VALSUGANA,TRENTO,CASA PER FERIE - CASA VACANZE GRUPPI,,CASTEL DI GODEGO,LOC. SELLA,SELLA,0423-468937,0423-767959,salvanisio@gmail.com,,annuale,157573963,1968510261.0,,,,14.0,54.0,,54.0,camera-con-bagno,100.0,,,,,13.0,9.0,9.0,,,,,STANN14.campo-basket-volley,Campo basket/volley,,,,BORGO VALSUGANA,BORGO VALSUGANA,A.P.T. VALSUGANA - TESINO,380,38051,SELLA,866,8695,38051,
104,BORGO VALSUGANA,TRENTO,CASA PER FERIE - CASA VACANZE GRUPPI,,CIF MONTEFORTE,"VIA DEL DOSSO, 46 - LOC. DOSSO DI SELLA",,045-6107379,,,,annuale,234724830,83001030234.0,,,,14.0,49.0,,49.0,camera-con-bagno,500.0,,,,,,,,,,,,,,,,,BORGO VALSUGANA,BORGO VALSUGANA,A.P.T. VALSUGANA - TESINO,380,38051,BORGO VALSUGANA,380,339,38051,
105,BORGO VALSUGANA,TRENTO,CASA PER FERIE - CASA VACANZE GRUPPI,,SOGGIORNO VAL PARADISO,LOC. SELLA,SELLA,0461-761037,,,,annuale,1281442,184280360.0,,,,39.0,95.0,,95.0,camera-con-bagno,910.8,,,,,,,,,,,,STANN14.campo-basket-volley,Campo basket/volley,,,,BORGO VALSUGANA,BORGO VALSUGANA,A.P.T. VALSUGANA - TESINO,380,38051,SELLA,866,8695,38051,
106,BORGO VALSUGANA,TRENTO,CAV - APPARTAMENTO PER VACANZE,,CASE E APPARTAMENTI PER VACANZE IL GUFO VACANZE,"VIA BRIGATA VENEZIA, 10",,0461-757023,,diego.sbetta@emporiosbett a.it,,annuale,259771734,2175980222.0,,,,4.0,19.0,,4.0,appartamento,0.0,,,,,,,,,,,,,,,,,BORGO VALSUGANA,BORGO VALSUGANA,A.P.T. VALSUGANA - TESINO,380,38051,BORGO VALSUGANA,380,339,38051,
107,BORGO VALSUGANA,TRENTO,OSTELLO PER LA GIOVENTU',,OSTELLO SPORTIVO,"VIA GOZZER, 7",,0461-757432,0461-756658,info@valsuganasport.it,www.valsuganasport.it,annuale,217169672,2206830222.0,,"16,00","6,00",14.0,52.0,,1.0,camera-con-bagno,30.0,,,,,29.0,16.0,24.0,,,,,,,cena,,,BORGO VALSUGANA,BORGO VALSUGANA,A.P.T. VALSUGANA - TESINO,380,38051,BORGO VALSUGANA,380,339,38051,
108,BRENTONICO,TRENTO,AFFITTACAMERE,tre_soli,VILLA MONICA,"VIA MANTOVA, 8/10 - LOC. VIGO",,338-7925176,0464-659133,info@villa-monica.it,www.villa-monica.it,annuale,114084753,2048940221.0,"25,00",,"8,00",4.0,12.0,0.0,2.0,camera-con-bagno,62.0,,,,,,,,,,,,STANN43,Terrazza o giardino solarium,prima-colazione,STANN03.zona-relax,Zona relax,BRENTONICO,BRENTONICO,A.P.T. DI ROVERETO E VALLAGARINA,692,38060,BRENTONICO,692,342,38060,
109,BRENTONICO,TRENTO,AFFITTACAMERE,un_sole,CAMERE ZIMMER ETRUSCA,"VIA BUCANEVE, 2",POLSA,0464-867004,0464-866006,,,annuale,1287382,1017060227.0,"10,00",,,8.0,16.0,1.0,1.0,camera-con-bagno,50.0,,,,,,,,,,,,,,,,,POLSA,BRENTONICO - POLSA,A.P.T. DI ROVERETO E VALLAGARINA,1244,38060,POLSA,1200,8721,38060,
110,BRENTONICO,TRENTO,BED & BREAKFAST,,LA MARMOTTA - PICCOLO MONICA,"VIA GARDESANI, 15",PRADA,339 8715923,,info@bblamarmotta.it,,annuale,206099750,,,,,3.0,6.0,0.0,2.0,camera-con-bagno,85.0,,,,,,,,,,,,,,BBqualita,,,BRENTONICO,BRENTONICO,A.P.T. DI ROVERETO E VALLAGARINA,692,38060,PRADA,779,8723,38060,
111,BRENTONICO,TRENTO,BED & BREAKFAST,,MAS DEI GIRARDEI - GIRARDELLI ELIO,"VIA PENEZE, 4",S.GIACOMO DI BRENTONICO,0464-391541,0464-391541,info@masdeigirardei.it,,annuale,1291747,,,,,3.0,10.0,0.0,3.0,camera-con-bagno,82.0,,,,,,,,,,,,,,BBqualita,,,BRENTONICO,BRENTONICO,A.P.T. DI ROVERETO E VALLAGARINA,692,38060,S.GIACOMO DI BRENTONICO,1196,50000070,38060,
112,BRENTONICO,TRENTO,CAMPEGGIO,2stelle,CAMPING POLSA,"VIA MONTE VIGNOLA, 1",POLSA,0464-867177,0464-866229,info@campingpolsa.it,www.campingpolsa.it,annuale,1284703,1056040221.0,,,,,,,,piazzola,8.0,,,,,,,,266.0,13.0,0.0,821.0,STANN14.campo-basket-volley,Campo basket/volley,,,,POLSA,BRENTONICO - POLSA,A.P.T. DI ROVERETO E VALLAGARINA,1244,38060,POLSA,1200,8721,38060,
113,BRENTONICO,TRENTO,CAMPEGGIO PARCO PER VACANZE,3stelle,CAMPING CICLAMINO,"LOC. MOSEE, 58 - SAN VALENTINO",SAN VALENTINO,0464-391510,0464-391510,info@campingciclamino.com,www.campingciclamino.com,annuale,1284760,2377580226.0,,,,,,,,piazzola,9.0,,,,,,,,206.0,4.0,0.0,600.0,STANN14.campo-basket-volley,Campo basket/volley,,,,SAN VALENTINO,BRENTONICO - SAN VALENTINO,A.P.T. DI ROVERETO E VALLAGARINA,1314,38060,SAN VALENTINO,1329,8732,38060,
114,BRENTONICO,TRENTO,CAV - APPARTAMENTO PER VACANZE,,TRATTORIA DA MAMMA E PAPA',"LOC. SEANDRE, 5",,347-9514169,,elenamadaschi@gmail.com,www.trattoriadamammaepapa .it,annuale,253385117,2328610221.0,,,,4.0,19.0,,3.0,appartamento,90.0,,,,,,,,,,,,,,,,,BRENTONICO,BRENTONICO,A.P.T. DI ROVERETO E VALLAGARINA,692,38060,BRENTONICO,692,342,38060,
115,BREZ,TRENTO,BED & BREAKFAST,,B&B CASA DA LUCIA - NIDERJAUFNER LUCIA,"VIA BARON DE MENGHIN, 53",,0463-874256,0463-874256,magagnaluciano@virgilio.i t,www.trentino.to/casadaluc ia,annuale,26415075,,,,,3.0,9.0,0.0,2.0,camera-con-bagno,70.0,,,,,,,,,,,,,,BBqualita,,,BREZ,BREZ,A.P.T. VALLE DI NON,792,38021,BREZ,792,344,38021,
116,BREZ,TRENTO,BED & BREAKFAST,,CASA NONESA - MENGHINI LUCIANO,"FRAZ. TRAVERSARA, 11",TRAVERSARA,0463-874228,0463-874228,lucianotraversara@alice.i t,www.casanonesa.it,annuale,1368959,,,,,3.0,8.0,0.0,2.0,camera-con-bagno,65.0,,,,,,,,,,,,,,BBqualita,,,BREZ,BREZ,A.P.T. VALLE DI NON,792,38021,TRAVERSARA,792,8748,38021,
117,CADERZONE,TRENTO,AFFITTACAMERE,quattro_soli,VILLA GOLF,"VIA MANTOVA, 25",,0465-804518,0465-806298,info@grimmobiliare.com,www.grimmobiliare.com,annuale,1287311,1731690226.0,"40,00",,"10,00",7.0,15.0,0.0,2.0,camera-con-bagno,110.0,,,,,,,,,,,,,,prima-colazione,,,CADERZONE,CADERZONE,A.P.T. MADONNA DI CAMPIGLIO-PINZOLO- VAL RENDENA,716,38080,CADERZONE,723,346,38080,
