"Numero sentiero tratta";"Competenza";"Denominazione";"Difficoltà";"Località inizio";"Località fine";"Quota inizio";"Quota fine";"Quota minima";"Quota massima";"Lunghezza plaminetrica";"Lunghezza inclinata";"Tempo andata";"Tempo ritorno";"Gruppo montagne interessate";"Comuni toccati";
"E302";"SEZ. SAT O.C.";"";"E";"PASSO SADOLE (b.320)";"COLDOSE DI DENTRO (b.339)";2,066;1,805;1,785;2,134;4,930;5,000;"02:00";"02:20";"LAGORAI / Cauriòl - Céce - Colbricon";"Ziano di Fiemme, Pieve Tesino, Canal S. Bovo";
"E303";"SEZ. SAT LEVICO";"SENTIERO DI CAMPO";"E";"LEVICO TERME (b.305)";"VETRIOLO - Piazzale delle Terme";505;1,480;505;1,480;5,700;5,860;"03:10";"02:15";"LAGORAI / Fravòrt - Sette Selle";"Levico Terme";
"E305";"SEZ. SAT LEVICO";"SENTIERO DEL RONCO";"E";"LEVICO TERME (b.303)";"VETRIOLO";505;1,480;505;1,480;5,890;6,000;"02:50";"02:00";"LAGORAI / Fravòrt - Sette Selle";"Levico Terme";
"E308";"SEZ. SAT LEVICO";"";"E";"VETRIOLO";"CIMA PANAROTTA";1,477;2,001;1,477;2,001;3,300;3,360;"01:40";"01:10";"LAGORAI / Fravòrt - Sette Selle";"Levico Terme";
"E309";"SEZ. SAT LEVICO";"";"E";"VETRIOLO VECCHIO - Ristorante";"CRESTA O CIMA PANAROTTA  (b.308)";1,490;1,940;1,490;1,940;2,700;2,780;"01:20";"01:00";"LAGORAI / Fravòrt - Sette Selle";"Levico Terme";
"E310";"SEZ. SAT BORGO VALSUGANA";"SENTIERO DEI MANGHENETI";"E";"PASSO DEL MANGHEN (b.322)";"PASSO CADIN o di FIEMME (b.314-461)";2,047;2,108;1,954;2,108;4,690;4,750;"02:30";"02:20";"LAGORAI / Costalta - Croce";"Telve";
"E310A";"SEZ. SAT BORGO VALSUGANA";"";"E";"MALGA VALSOLERO DI SOPRA";"PASSO MANGHENETO (b.310)";1,748;1,954;1,748;1,954;1,500;1,520;"00:40";"00:30";"LAGORAI / Costalta - Croce";"Telve, Castello-Molina di Fiemme";
"E311";"SEZ. SAT BORGO VALSUGANA";"";"E";"STALON";"FORCELLA DELLE CONELLE - SENSATTEL (b.343)";1,554;2,198;1,554;2,198;3,960;4,040;"02:00";"01:30";"LAGORAI / Fravòrt - Sette Selle";"Torcegno";
"E312";"SEZ. SAT BORGO VALSUGANA";"";"E";"SUERTA";"pr. FORCELLA DI SASSO ROTTO (b.343)";1,450;2,250;1,450;2,285;4,700;4,800;"02:40";"02:10";"LAGORAI / Fravòrt - Sette Selle";"Torcegno, Telve di Sopra";
"E313";"SEZ. SAT PERGINE";"";"E";"CARGADORA - ZIVIGNAGO";"RISTORANTE PANAROTTA (b.325)";520;1,780;0;1,780;8,010;8,140;"03:30";"02:30";"LAGORAI / Fravòrt - Sette Selle";"Pergine Valsugana, Vignola-Falesina";
"E314";"SEZ. SAT PERGINE, SEZ. SAT BORGO VALSUGANA, GRUPPO SAT CAPRIANA (Sez. Cavalese)";"";"E";"LENZI";"pr. BAITO FORNASA BASSA SP 31 (b.423)";1,350;1,450;1,350;2,121;12,190;12,380;"05:30";"05:10";"LAGORAI / Costalta - Croce";"Palù del Fersina, Telve, Castello-Molina di Fiemme";
"E315";"SEZ. SAT BORGO VALSUGANA, SEZ. SAT PERGINE";"";"E";"PONTE DEL SALTON";"VERSANTE N CIMA SETTE SELLE (b.343)";1,067;2,242;1,067;2,263;8,800;8,930;"04:00";"03:00";"LAGORAI / Fravòrt - Sette Selle";"Telve, Telve di Sopra, Palù del Fersina";
"E316";"SEZ. SAT TESERO, SEZ. SAT BORGO VALSUGANA";"";"E";"VAL LAGORAI - bivio per Malga Bombasel";"PASSO VAL CION (b.318)";1,382;2,076;1,382;2,372;11,310;11,450;"04:45";"04:15";"LAGORAI / Mànghen - Stellune - Sàdole";"Tesero, Pieve Tesino";
"E317";"SEZ. SAT CAVALESE, SEZ. SAT BORGO VALSUGANA";"";"E";"TABIA' - parcheggio";"PONTE CONSERIA (b.326)";1,140;1,468;1,140;2,294;15,970;16,200;"06:30";"06:00";"LAGORAI / Mànghen - Stellune - Sàdole";"Cavalese, Castello-Molina di Fiemme, Pieve Tesino, Scurelle";
"E317B";"SEZ. SAT CAVALESE";"";"E";"VAL MOENA - STALLA VECCHIA (b.317)";"QUOTA 1671 (b.317)";1,859;1,671;1,610;2,253;9,510;9,640;"03:50";"04:00";"LAGORAI / Mànghen - Stellune - Sàdole";"Cavalese";
"E318";"SEZ. SAT CAVALESE, SEZ. SAT BORGO VALSUGANA";"";"E";"PONTE DELLE STUE - Val Cadino";"PASSO CINQUE CROCI (b.326)";1,240;2,018;1,240;2,256;13,760;13,930;"05:10";"04:40";"LAGORAI / Mànghen - Stellune - Sàdole";"Castello-Molina di Fiemme, Pieve Tesino";
"E319";"SEZ. SAT TESERO";"";"E";"MALGA TOAZZO (b.354)";"pr. MALGA LAGORAI (b.316)";1,460;1,877;1,460;2,124;5,940;6,060;"02:20";"02:00";"LAGORAI / Mànghen - Stellune - Sàdole";"Panchià, Tesero";
"E319A";"SEZ. SAT O.C.";"SENTIERO DEI PIERONI \"GIULIO GIOVANNINI\"";"E";"QUOTA 1955 (b.319)";"pr. FORCELLA DEI PIERONI (b.321)";1,955;2,460;0;2,460;2,470;2,550;"01:30";"01:05";"LAGORAI / Mànghen - Stellune - Sàdole";"Tesero";
"E320";"SEZ. SAT PRIMIERO S. MARTINO - VANOI, SEZ. SAT PREDAZZO";"MULATTIERA DI SADOLE";"E";"RIFUGIO REFAVAIE (b.335)";"MALGA SADOLE - BAITA MONTE CAURIOL (b.349)";1,116;1,600;1,116;2,066;9,990;10,140;"03:50";"03:30";"LAGORAI / Mànghen - Stellune - Sàdole";"Canal S. Bovo, Ziano di Fiemme";
"E321";"SEZ. SAT CAVALESE";"SENTIERO ALPINISTICO ATTREZZATO \"DON MARTINO DELUGAN\" - SAA - EE";"EE";"pr. PASSO SADOLE (b.320)";"QUOTA 2240 (b.322)";2,066;2,240;2,066;2,530;12,060;12,240;"06:10";"06:00";"LAGORAI / Mànghen - Stellune - Sàdole";"Ziano di Fiemme, Panchià, Tesero, Cavalese";
"E321A";"SEZ. SAT CAVALESE";"";"E";"VERSANTE O CIMON DELLA ROA (b.353A)";"VERSANTE NO DI CIMA LAGORAI (b.321)";2,090;2,320;2,090;2,320;1,400;1,420;"00:50";"00:40";"LAGORAI / Mànghen - Stellune - Sàdole";"Cavalese";
"E322";"SEZ. SAT BORGO VALSUGANA, SEZ. SAT CAVALESE";"SAA";"EE";"PASSO DEL MANGHEN (b.310)";"FORCELLA VALSORDA (b.317-318)";2,047;2,256;2,047;2,278;9,870;9,990;"04:15";"04:10";"LAGORAI / Mànghen - Stellune - Sàdole";"Telve, Castello-Molina di Fiemme";
"E322A";"SEZ. SAT CAVALESE";"";"E";"BAITA MANGHEN - LAGHETTO CADINELLO";"PIAN DELLE FAVE (b.322)";2,019;2,160;2,019;2,160;3,600;3,630;"01:30";"01:20";"LAGORAI / Mànghen - Stellune - Sàdole";"Castello-Molina di Fiemme";
"E322B";"SEZ. SAT BORGO VALSUGANA";"";"E";"LAGO DI MONTALON (b.362)";"FORCELLA PALA DEL BECCO (b.322)";2,089;2,248;2,089;2,248;1,400;1,410;"00:45";"00:30";"LAGORAI / Mànghen - Stellune - Sàdole";"Telve";
"E323";"SEZ. SAT BORGO VALSUGANA";"";"E";"RIFUGIO SEROT (b.371-372B)";"PASSO DEL LAGO (b.325-343)";1,566;2,213;1,566;2,213;6,020;6,110;"02:30";"02:00";"LAGORAI / Fravòrt - Sette Selle";"Roncegno Terme, Ronchi Valsugana, Torcegno";
"E323B";"SEZ. SAT BORGO VALSUGANA";"";"E";"SAMONA";"SETTE LAGHI (b.323)";1,431;1,989;1,431;1,989;4,500;4,550;"02:00";"01:30";"LAGORAI / Fravòrt - Sette Selle";"Torcegno, Ronchi Valsugana";
"E324";"SEZ. SAT PERGINE";"";"E";"VALCAVA - Baita Balkofhitt";"QUOTA 1955 - INDERTOL (b.343)";1,620;1,955;1,620;2,035;6,570;6,650;"03:00";"02:40";"LAGORAI / Fravòrt - Sette Selle";"Fierozzo, Palù del Fersina";
"E324A";"SEZ. SAT PERGINE";"SENTER DELE VACHE";"E";"pr. MALGA PLETZN";"QUOTA 1780 (b.324)";1,605;1,780;1,605;1,780;680;710;"00:30";"00:20";"LAGORAI / Fravòrt - Sette Selle";"Fierozzo, Palù del Fersina";
"E325";"SEZ. SAT PERGINE";"SAA";"EE";"PALU pr. PONTE RIO BATTISTI (b.370)";"RISTORANTE PANAROTTA (b.313)";1,455;1,780;1,435;2,383;13,970;14,250;"06:45";"06:30";"LAGORAI / Fravòrt - Sette Selle";"Palù del Fersina, Fierozzo, Torcegno, Roncegno Terme, Frassilongo";
"E325A";"SEZ. SAT PERGINE";"";"E";"QUOTA 1435 - località Unterstoll (b.325)";"pr. MASO LENZI (b.325)";1,435;1,675;1,435;1,675;1,900;1,920;"00:50";"00:35";"LAGORAI / Fravòrt - Sette Selle";"Palù del Fersina";
"E326";"SEZ. SAT BORGO VALSUGANA, SEZ. SAT TESINO";"";"E";"PONTE CONSERIA (b.317)";"BUALON DI CIMA D'ASTA (b.327)";1,468;2,000;1,468;2,230;7,680;7,830;"04:00";"03:20";"CIMA D'ASTA / Cime di Rava";"Scurelle, Pieve Tesino, Castello Tesino";
"E327";"RIF. CIMA D'ASTA \"OTTONE BRENTARI\"";"";"E";"MALGA SORGAZZA (b.328)";"RIFUGIO CIMA D'ASTA (b.364-386)";1,450;2,476;1,450;2,476;8,170;8,290;"03:10";"02:30";"CIMA D'ASTA / Zimon - Campagnassa";"Pieve Tesino";
"E327B";"RIF. CIMA D'ASTA \"OTTONE BRENTARI\"";"SENTIERO DEI LASTONI";"EE";"BAITO DEL PASTORE (b.327)";"LASTE' DI CIMA D'ASTA (b.327)";2,131;2,380;2,131;2,380;890;930;"00:40";"00:30";"CIMA D'ASTA / Zimon - Campagnassa";"Pieve Tesino";
"E328";"SEZ. SAT TESINO";"";"E";"MALGA SORGAZZA (b.327)";"MALGA RAVA DI SOPRA - Bivacco (b.366)";1,450;2,030;1,450;2,397;6,710;6,910;"03:50";"03:20";"CIMA D'ASTA / Cime di Rava";"Pieve Tesino, Bieno";
"E329";"SEZ. SAT BORGO VALSUGANA";"";"E";"FRACENA";"pr. RIFUGIO MONTE LEPRE (b.330)";447;1,286;447;1,286;5,450;5,560;"02:30";"01:45";"MONTE MEZZA - CISMON - LEFRE";"Ivano-Fracena, Ospedaletto, Villa Agnedo";
"E330";"SEZ. SAT TESINO";"";"E";"DRIO CASTELLO";"MONTE LEFRE";933;1,305;933;1,330;4,710;4,770;"02:00";"01:40";"MONTE MEZZA - CISMON - LEFRE";"Pieve Tesino, Ivano-Fracena";
"E331";"SEZ. SAT TESINO";"";"E";"CASTEL DEI CORNI";"PRATI SILANA";1,263;1,112;1,112;1,635;4,600;4,690;"02:10";"02:20";"MONTE MEZZA - CISMON - LEFRE";"Pieve Tesino";
"E332";"SEZ. SAT BORGO VALSUGANA";"SENTIERO DI RAVA edi CALDENAVE";"E";"BIENO - Prati Magri";"PONTE RIO CASERINE - Tedon";890;1,334;890;2,219;13,750;14,040;"06:20";"05:50";"CIMA D'ASTA / Cime di Rava";"Bieno, Strigno, Scurelle";
"E332B";"SEZ. SAT BORGO VALSUGANA";"";"E";"FORCELLA RAVETTA (b. 332-333)";"FORZELON DE RAVA (b. 328)";2,219;2,397;2,219;2,397;2,000;2,010;"00:50";"00:45";"CIMA D'ASTA / Cime di Rava";"Bieno, Strigno";
"E333";"SEZ. SAT BORGO VALSUGANA";"";"EE";"CENON DI SOTTO - ponte delle Rudole";"FORCELLA RAVETTA (b.332-332B)";1,336;2,219;1,336;2,226;10,400;10,520;"03:50";"03:00";"CIMA D'ASTA / Cime di Rava";"Scurelle, Spera, Strigno";
"E334";"SEZ. SAT PREDAZZO";"";"EE";"STRADA FORESTALE PER VAL MAGGIORE";"pr. LAGO DELLE TRUTE (b.339-349)";1,330;2,110;1,330;2,110;6,100;6,200;"02:30";"01:50";"LAGORAI / Cauriòl - Céce - Colbricon";"Predazzo";
"E335";"SEZ. SAT PREDAZZO, SEZ. SAT PRIMIERO S. MARTINO - VANOI";"SENTIERO DI VALMAGGIORE e di COLTORONDO";"E";"MALGA VALMAGGIORE (b.339)";"RIFUGIO REFAVAIE (b.320)";1,620;1,116;1,116;2,180;12,500;12,660;"04:15";"04:50";"LAGORAI / Cauriòl - Céce - Colbricon";"Predazzo, Canal S. Bovo";
"E335A";"SEZ. SAT PRIMIERO S. MARTINO - VANOI";"";"E";"BIVIO STRADA FOSSERNICA";"PIAN DELLE BELLE FIOR (b.335)";1,650;1,951;1,650;1,951;3,600;3,630;"01:10";"01:00";"LAGORAI / Cauriòl - Céce - Colbricon";"Canal S. Bovo";
"E336";"SEZ. SAT PREDAZZO, PARCO NATURALE PANEVEGGIO PALE DI S. MARTINO";"";"E";"PONTE SUL RIO DI VALMAGGIORE";"PRESE DE VITTORIO - CAMPO BUS (b.368)";1,570;1,468;1,468;2,393;10,110;10,330;"05:15";"05:15";"LAGORAI / Cauriòl - Céce - Colbricon";"Predazzo, Canal S. Bovo";
"E336B";"SEZ. SAT PREDAZZO";"SENTIERO \"DON BATTISTIN\"";"EE";"VALLONE O DI CIMA CECE (b.349)";"LAGHETTO CASERINA (b.336)";2,250;2,087;2,087;2,265;3,600;3,630;"02:30";"02:45";"LAGORAI / Cauriòl - Céce - Colbricon";"Predazzo";
"E337";"SEZ. SAT O.C.";"";"EE";"PULESI - Paneveggio";"MALGA VALCIGOLERA (b.368)";1,459;1,880;1,459;2,428;9,100;9,300;"04:50";"04:30";"LAGORAI / Cauriòl - Céce - Colbricon";"Siror";
"E338";"SEZ. SAT TESINO, SEZ. SAT PRIMIERO S. MARTINO - VANOI";"TRODO DE LA REGANA";"E";"VAL TOLVA' - divieto";"CAORIA - PONTE BELFE (b.383)";1,230;858;858;2,047;14,580;14,780;"05:10";"05:30";"CIMA D'ASTA / Cime di Rava";"Castello Tesino, Canal S. Bovo";
"E339";"SEZ. SAT PRIMIERO S. MARTINO - VANOI";"SENTIERO DI VALMAGGIORE e di COLTORONDO";"E";"MALGA VALMAGGIORE (b.335)";"VAL FOSSERNICA (b.335)";1,620;1,470;1,470;2,182;9,420;9,590;"04:00";"04:20";"LAGORAI / Cauriòl - Céce - Colbricon";"Predazzo, Canal S. Bovo";
"E340";"SEZ. SAT PINÉ, SEZ. SAT PERGINE";"";"E";"RIFUGIO SPRUGIO \"GIOVANNI TONINI\" (b.443-468)";"RIFUGIO SETTE SELLE (b.343)";1,906;1,978;1,906;2,288;6,820;6,990;"03:30";"03:30";"LAGORAI / Fravòrt - Sette Selle, LAGORAI / Costalta - Croce";"Bedollo, Palù del Fersina";
"E340A";"SEZ. SAT PERGINE";"SENTIERO DEL CENTENARIO \"DELIO PACE\"";"EE";"PASSO DEI GAROFANI (b.340)";"FORCELLA D'EZZE (b.315)";2,158;2,263;2,158;2,354;2,030;2,090;"02:40";"02:20";"LAGORAI / Fravòrt - Sette Selle";"Telve, Telve di Sopra, Palù del Fersina";
"E341";"SEZ. SAT PREDAZZO";"SENTIERO MARESCIALLO GIUSEPPE FARNETI";"E";"QUOTA 1068 STRADA DELLA VALMAGGIORE";"QUOTA 1090 ARGINE TRAVIGNOLO (b.342)";1,068;1,090;1,068;1,418;5,400;5,510;"02:00";"02:00";"LAGORAI / Cauriòl - Céce - Colbricon";"Predazzo";
"E341B";"SEZ. SAT PREDAZZO";"";"E";"QUOTA 1180 STRADA DELLA VALMAGGIORE";"TOF STRENT (b.341)";1,180;1,418;1,180;1,439;3,130;3,170;"01:15";"01:00";"LAGORAI / Cauriòl - Céce - Colbricon";"Predazzo";
"E342";"SEZ. SAT PREDAZZO";"";"E";"QUOTA 1090 ARGINE TRAVIGNOLO(b.341)";"LAGO DI CECE (b.336)";1,090;1,879;1,090;1,879;7,514;7,580;"02:30";"02:00";"LAGORAI / Cauriòl - Céce - Colbricon";"Predazzo";
"E342B";"SEZ. SAT PREDAZZO";"";"E";"RIO DELLE LASTE (b.342)";"PONTE DELLA SCOFA (b.660A)";1,550;1,222;1,222;1,550;1,600;1,640;"00:30";"00:50";"LAGORAI / Cauriòl - Céce - Colbricon";"Predazzo";
"E343";"RIF. SETTE SELLE, SEZ. SAT PERGINE";"";"E";"FROTTEN - PALU' DEL FERSINA (b.325)";"PASSO DEL LAGO (b.323-325)";1,550;2,213;1,550;2,250;7,640;7,770;"04:30";"03:50";"LAGORAI / Fravòrt - Sette Selle";"Palù del Fersina, Torcegno";
"E343A";"SEZ. SAT PERGINE";"";"E";"QUOTA 2035 (b.324)";"FORCELLA CAVE' (b.343)";2,035;2,184;2,035;2,184;490;520;"00:25";"00:15";"LAGORAI / Fravòrt - Sette Selle";"Palù del Fersina";
"E343B";"SEZ. SAT PERGINE";"";"E";"VALLE DI ERDEMOLO (b.325)";"QUOTA 1864 - INDERTOL (b.324)";1,662;1,864;1,662;1,864;2,000;2,020;"00:40";"00:30";"LAGORAI / Fravòrt - Sette Selle";"Palù del Fersina";
"E344";"SEZ. SAT PRIMIERO S. MARTINO - VANOI";"";"E";"ZORTEA";"CRINALE DI SPIADI (b.347)";1,044;1,990;1,044;1,990;4,700;4,830;"03:00";"02:00";"LAGORAI / Tognòla - Scanaiòl";"Canal S. Bovo, Mezzano";
"E345";"SEZ. SAT PRIMIERO S. MARTINO - VANOI";"SENTIERO DEL TOTOGA";"E";"PASSO DELLA GOBBERA (b.346)";"LAUSEN";985;749;749;1,398;7,790;8,000;"03:20";"03:30";"LAGORAI / Tognòla - Scanaiòl";"Canal S. Bovo";
"E345A";"SEZ. SAT PRIMIERO S. MARTINO - VANOI";"";"E";"VAL DELLE CASTALIANE (b.345)";"MONTE TOTOGA";1,370;1,705;1,370;1,705;1,850;1,900;"01:00";"00:40";"LAGORAI / Tognòla - Scanaiòl";"Canal S. Bovo";
"E345B";"SEZ. SAT PRIMIERO S. MARTINO - VANOI";"";"E";"PRATI DI TOTOGA (b.345)";"PRATI ALTI (b.345A)";1,370;1,480;1,370;1,480;940;950;"00:20";"00:15";"LAGORAI / Tognòla - Scanaiòl";"Canal S. Bovo";
"E346";"SEZ. SAT PRIMIERO S. MARTINO - VANOI";"";"E";"MASI D'IMER";"PASSO DELLA GOBBERA (b.345)";620;985;620;985;3,700;3,760;"01:30";"01:10";"LAGORAI / Tognòla - Scanaiòl";"Canal S. Bovo, Imer";
"E347";"SEZ. SAT O.C., SEZ. SAT PRIMIERO S. MARTINO - VANOI";"";"E";"MALGA DOCH - LAGO DI CALAITA(b.350)";"CANAL SAN BOVO";1,621;763;0;2,296;15,950;16,200;"06:20";"08:00";"LAGORAI / Tognòla - Scanaiòl";"Siror, Canal S. Bovo, Mezzano";
"E348";"SEZ. SAT O.C.";"";"E";"RISTORANTE MALGA CES";"MALGA ROLLE";1,670;1,910;0;1,927;3,600;3,640;"01:15";"01:00";"LAGORAI / Cauriòl - Céce - Colbricon";"Siror";
"E349";"SEZ. SAT O.C., SEZ. SAT PREDAZZO";"SENTIERO \"ACHILLE GADLER\"(dal Rif. Lag. Colbricon a Forc. Valmaggiore) SAA - EE";"EE";"RIFUGIO LAGHI DI COLBRICON (b.349)";"MALGA SADOLE - BAITA MONTE CAURIOL (b.320)";1,927;1,600;1,600;2,600;21,500;21,900;"011:50";"012:10";"LAGORAI / Cauriòl - Céce - Colbricon";"Predazzo, Siror, Ziano di Fiemme";
"E349B";"SEZ. SAT PREDAZZO";"SENTIERO DEL FIFOL \"GIOVANNI GUADAGNINI\"";"E";"VERSANTE N FORCELLA VALBONA (b.349)";"CORONA DELLE POZZE (b.339)";2,240;2,172;2,172;2,240;1,800;1,810;"00:40";"00:40";"LAGORAI / Cauriòl - Céce - Colbricon";"Siror";
"E350";"SEZ. SAT O.C.";"SENTIERO DI CALAITA";"T";"SAN MARTINO DI CASTROZZA";"MALGA DOCH - LAGO DI CALAITA (b.347)";1,467;1,621;1,467;1,663;8,660;8,740;"02:40";"02:30";"LAGORAI / Tognòla - Scanaiòl";"Siror, Imer";
"E350A";"SEZ. SAT PRIMIERO S. MARTINO - VANOI";"";"E";"PARGHEGGI FUNIVIA TOGNOLA";"COL TAMADI (b.350)";1,410;1,570;1,410;1,570;1,000;1,020;"00:30";"00:20";"LAGORAI / Tognòla - Scanaiòl";"Siror";
"E351";"SEZ. SAT PRIMIERO S. MARTINO - VANOI";"";"E";"PIANA DI SIROR (b.359)";"FORCELLA DI CALAITA (b.350-351A)";790;1,640;790;1,640;4,560;4,690;"02:20";"01:40";"LAGORAI / Tognòla - Scanaiòl";"Siror";
"E351A";"SEZ. SAT PRIMIERO S. MARTINO - VANOI";"";"E";"FORCELLA DI CALAITA (b.351-350)";"pr. CIMA BEDOLE (b.356)";1,640;1,760;1,640;1,835;4,120;4,170;"01:40";"01:30";"LAGORAI / Tognòla - Scanaiòl";"Siror";
"E352";"SEZ. SAT O.C.";"SENTIERO DELLA TOGNOLA";"E";"VALCIGOLERA - bivio strade  (b.368)";"CAORIA";1,654;847;847;1,988;12,360;12,480;"04:00";"04:45";"LAGORAI / Tognòla - Scanaiòl";"Siror, Canal S. Bovo";
"E353";"SEZ. SAT CAVALESE";"";"E";"PONTE pr. MALGA VAL MOENA (b.317)";"VALON (b.316)";1,740;2,035;1,740;2,278;7,400;7,530;"03:15";"02:50";"LAGORAI / Mànghen - Stellune - Sàdole";"Cavalese, Tesero";
"E353A";"SEZ. SAT CAVALESE";"";"E";"VALLE DEI LAGHETTI (b.316)";"pr. BAITO DELLE STELLUNE (b.317)";2,065;1,932;1,932;2,275;3,480;3,570;"01:20";"01:30";"LAGORAI / Mànghen - Stellune - Sàdole";"Cavalese, Tesero";
"E354";"SEZ. SAT TESERO";"";"E";"CAVELONTE - EX COLONIA";"BUSA DEL CASTEL (b.321)";1,301;2,250;1,301;2,262;6,360;6,460;"03:20";"02:40";"LAGORAI / Mànghen - Stellune - Sàdole";"Panchià";
"E355";"SEZ. SAT PRIMIERO S. MARTINO - VANOI";"";"E";"NOLESCA - ponte Torrente Cismòn (b.359)";"MASO DEI NANEI (b.356)";765;1,249;765;1,249;1,800;1,870;"01:20";"01:00";"LAGORAI / Tognòla - Scanaiòl";"Siror, Transacqua";
"E356";"SEZ. SAT PRIMIERO S. MARTINO - VANOI";"";"E";"PIEVE - FIERA DI PRIMIERO (b.357)";"pr. BUSE DI SANTA ROMINA (b.379)";725;1,630;725;1,760;5,910;6,080;"03:45";"02:40";"LAGORAI / Tognòla - Scanaiòl";"Transacqua, Mezzano";
"E357";"SEZ. SAT PRIMIERO S. MARTINO - VANOI";"VIA NUOVA";"E";"PIEVE - FIERA DI PRIMIERO (b.356)";"PECOLET";725;908;725;908;6,190;6,240;"02:20";"02:10";"LAGORAI / Tognòla - Scanaiòl";"Transacqua, Mezzano, Imer";
"E358";"SEZ. SAT PRIMIERO S. MARTINO - VANOI, SEZ. SAT O.C.";"SENTIERO DI GRUGOLA";"E";"MEZZANO";"FORCELLA FOLGA (b.347)";658;2,196;658;2,196;14,300;14,520;"06:00";"05:00";"LAGORAI / Tognòla - Scanaiòl";"Mezzano, Siror";
"E358B";"SEZ. SAT PRIMIERO S. MARTINO - VANOI";"";"E";"VAL DEL LOZEN - SP 239";"CAPITELLO DI SANT'ANTONIO (b.358-379)";1,300;1,513;1,300;1,513;1,800;1,820;"00:40";"00:30";"LAGORAI / Tognòla - Scanaiòl";"Mezzano, Siror";
"E359";"SEZ. SAT PRIMIERO S. MARTINO - VANOI";"";"E";"NOLESCA - ponte Torr.Cismòn (b.355)";"PIAN DEL TERMEN (b.377)";765;1,390;765;1,390;5,830;5,900;"02:20";"01:50";"LAGORAI / Tognòla - Scanaiòl";"Siror";
"E360";"SEZ. SAT BORGO VALSUGANA, SEZ. SAT TESINO";"SENTIERO DI VAL D'INFERNO E DI VAL VENDRAME";"E";"PONTE CALDENAVE (b.332)";"PONTE DI VAL VENDRAME (b.327)";1,750;1,534;1,534;2,309;7,910;8,100;"03:45";"04:00";"CIMA D'ASTA / Cime di Rava";"Scurelle, Pieve Tesino";
"E361";"SEZ. SAT BORGO VALSUGANA, SEZ. SAT CAVALESE";"SENTIERO DI VAL ZIOLERA";"E";"MALGA BAESSA";"MALGA CADINELLO ALTA";1,320;1,870;1,320;2,253;6,700;6,890;"03:45";"03:15";"LAGORAI / Mànghen - Stellune - Sàdole";"Telve, Castello-Molina di Fiemme";
"E362";"SEZ. SAT BORGO VALSUGANA, SEZ. SAT CAVALESE";"SENTIERO DI VAL MONTALON";"E";"CENON";"MALGA CAZZORGA (b.318)";1,310;1,845;1,310;2,133;8,100;8,220;"03:20";"02:50";"LAGORAI / Mànghen - Stellune - Sàdole";"Scurelle, Telve, Castello-Molina di Fiemme";
"E363";"SEZ. SAT PRIMIERO S. MARTINO - VANOI";"SENTIERO ALPINISTICO ATTREZZATO DEL COL DEL VENTO - SAA - EE";"EEA";"PRONT - CHIESETTA";"LASTE' DEI FIORI (b.364)";1,041;2,580;1,041;2,610;8,500;8,690;"05:15";"04:00";"CIMA D'ASTA / Zimon - Campagnassa";"Castello Tesino";
"E364";"RIF. CIMA D'ASTA \"OTTONE BRENTARI\"";"SENTIERO ATTREZZATO ORTI DELLA REGANA SAA - EE";"EE";"VAL REGANA (b.338)";"RIFUGIO CIMA D'ASTA (b.327-386)";1,942;2,476;1,942;2,680;4,900;5,010;"03:20";"02:50";"CIMA D'ASTA / Zimon - Campagnassa";"Castello Tesino, Pieve Tesino";
"E365";"SEZ. SAT TESINO";"";"E";"SPIADO";"MALGA RAVETTA DI SOTTO (b.332)";1,300;1,830;1,300;1,830;6,690;6,770;"02:30";"02:00";"CIMA D'ASTA / Cime di Rava";"Pieve Tesino, Bieno, Strigno";
"E365A";"SEZ. SAT BORGO VALSUGANA";"";"E";"CAPITELLO DI SANT'ANTONIO (b.332)";"CAPITELLO DELLA MARIA FIORE (b.365)";1,284;1,510;1,284;1,510;1,130;1,160;"00:40";"00:30";"CIMA D'ASTA / Cime di Rava";"Pieve Tesino, Bieno, Strigno";
"E366";"SEZ. SAT TESINO";"";"E";"pr. MALGA FIEROLLO DI SOTTO (b.365)";"VAL DI RAVA (b.332)";1,482;1,880;1,482;2,246;5,700;5,850;"03:10";"02:45";"CIMA D'ASTA / Cime di Rava";"Bieno";
"E366B";"SEZ. SAT TESINO";"SENTIERO CRESTA DEL FRATE \"GIOVANNI STROBELE\"";"EE";"pr. FORCELLA FIEROLLO (b.366)";"PASSO DEL TOMBOLIN (b.328)";2,207;2,340;2,207;2,364;1,900;1,930;"01:20";"01:10";"CIMA D'ASTA / Cime di Rava";"Pieve Tesino, Bieno";
"E367";"SEZ. SAT TESINO";"SENTIERO DI QUARAZZA";"E";"VAL MALENE - pr. Case della Centrale";"pr. MALGA VAL DEL LAGO (b.328)";1,200;1,805;1,200;1,805;4,400;4,490;"02:30";"01:50";"CIMA D'ASTA / Cime di Rava";"Pieve Tesino";
"E368";"SEZ. SAT O.C.";"SENTIERO DI VAL ZANCHETA";"E";"PRESA DE VITTORIO - CAMPO BUS (b.336)";"STRADA FORESTALE MALGA CREL (b.350)";1,468;1,500;1,468;2,251;9,650;9,800;"04:10";"04:10";"LAGORAI / Tognòla - Scanaiòl";"Canal S. Bovo, Siror";
